date,daily_return
2015-01-02,-0.014364601948580025
2015-01-03,-0.011316141571920402
2015-01-04,-0.033679770375727225
2015-01-05,-0.0005214903395927006
2015-01-06,-0.0007486155408481521
2015-01-07,0.004754900410930629
2015-01-08,0.006118053191353612
2015-01-09,-0.0015017124625621436
2015-01-10,-0.0021558432493958835
2015-01-11,0.011943331337020524
2015-01-12,0.012193589966297713
2015-01-13,-0.01945987111587444
2015-01-14,-0.007126502845658522
2015-01-15,0.01739490704334279
2015-01-16,-0.01724844717957863
2015-01-17,0.02300567827252764
2015-01-18,0.0021814442119085786
2015-01-19,-0.007574025750726299
2015-01-20,-0.016179726451687304
2015-01-21,-0.020347512873431395
2015-01-22,0.013356216044885239
2015-01-23,0.013376017770968085
2015-01-24,-0.0015769197808963575
2015-01-25,-0.0010963237835741602
2015-01-26,0.005958099229911529
2015-01-27,-0.010666158248814117
2015-01-28,-0.028910322052155157
2015-01-29,-0.007044527178673099
2015-01-30,-0.006361024217458655
2015-01-31,-0.006649759961687485
2015-02-01,0.0004029050887544017
2015-02-02,-0.017647463139573327
2015-02-03,0.005963319536260947
2015-02-04,0.0009264466788136971
2015-02-05,-0.013340187785354285
2015-02-06,-0.011972037295014726
2015-02-07,-0.00589168781129501
2015-02-08,-0.013215844102228758
2015-02-09,0.012660733271559588
2015-02-10,0.007645712980647534
2015-02-11,-0.011796968048079615
2015-02-12,-0.0107423388049116
2015-02-13,0.017862849022037386
2015-02-14,-0.024327676589896208
2015-02-15,0.013507026591380145
2015-02-16,0.009576999982566559
2015-02-17,0.02422564047939635
2015-02-18,0.007344246638941732
2015-02-19,0.0067318349016969314
2015-02-20,-0.017184764931671537
2015-02-21,0.014740312640454833
2015-02-22,-0.004846710525182263
2015-02-23,0.0026158324476912576
2015-02-24,0.005858647247532378
2015-02-25,-0.015317934401385846
2015-02-26,-0.000952138541102654
2015-02-27,-0.012103209954878347
2015-02-28,-0.005819476886926744
2015-03-01,-0.004429719412332833
2015-03-02,0.04538290678396306
2015-03-03,-0.02937644722174182
2015-03-04,-0.0033669443410300204
2015-03-05,-0.005808507795607487
2015-03-06,0.03715899819926127
2015-03-07,0.005765819051770649
2015-03-08,0.029125660058824776
2015-03-09,-0.004250021278404903
2015-03-10,-0.012446129286228236
2015-03-11,0.009816086217976139
2015-03-12,0.0012321773475740816
2015-03-13,0.012864481691720053
2015-03-14,0.0010882574043387105
2015-03-15,-0.011094410809869948
2015-03-16,-0.0038771620900932557
2015-03-17,0.014295464838724792
2015-03-18,-0.004286672205710107
2015-03-19,0.02152852501832303
2015-03-20,0.019689257820737716
2015-03-21,-0.0012795951089465962
2015-03-22,-0.012869387992646919
2015-03-23,0.021398739060367156
2015-03-24,0.013285015744820772
2015-03-25,0.01605953831497109
2015-03-26,-0.0143141282734488
2015-03-27,-0.02860572452537502
2015-03-28,-0.003230611565481545
2015-03-29,-0.01119393478662234
2015-03-30,-0.001720589436238762
2015-03-31,0.02299487941367917
2015-04-01,-0.003362979149183709
2015-04-02,0.0034245608707410558
2015-04-03,0.03623688851134843
2015-04-04,-0.0059320724396495494
2015-04-05,0.02867280152477525
2015-04-06,-0.02302221747542532
2015-04-07,-0.026930213793314617
2015-04-08,0.0013966592096978925
2015-04-09,0.015304221206213775
2015-04-10,0.01539548093485621
2015-04-11,-0.026841615488090387
2015-04-12,0.02573676125017954
2015-04-13,-0.002949797130800569
2015-04-14,0.0043812700018110995
2015-04-15,-0.01391885081616373
2015-04-16,-0.0033392374054750373
2015-04-17,0.0011052510524989234
2015-04-18,0.015024215465586854
2015-04-19,0.002013793594080049
2015-04-20,-0.0004678895467672417
2015-04-21,-0.006149397093697773
2015-04-22,0.003760374141375422
2015-04-23,-0.0012627623241311392
2015-04-24,0.000773732888725176
2015-04-25,0.00602746928940312
2015-04-26,-0.002361451363574796
2015-04-27,-0.006773356834534616
2015-04-28,-0.023972931443859147
2015-04-29,0.009628884158771056
2015-04-30,0.01234453462820384
2015-05-01,0.023398611286394866
2015-05-02,0.015388543944930833
2015-05-03,-0.02569642797664562
2015-05-04,-0.015053885810799028
2015-05-05,0.013476473480989348
2015-05-06,0.038439123939126185
2015-05-07,0.014250638638448665
2015-05-08,-0.018222718712796127
2015-05-09,0.012696968214439774
2015-05-10,0.015106233097535116
2015-05-11,-0.0040050319726909756
2015-05-12,-0.024178581356788964
2015-05-13,-0.004185071262436502
2015-05-14,-0.02179356953771583
2015-05-15,0.01216639363010108
2015-05-16,-0.006188699555357169
2015-05-17,0.010013553674169673
2015-05-18,-0.013787939973404773
2015-05-19,-0.0012301387829467547
2015-05-20,-0.004358155883169124
2015-05-21,0.01141545235417829
2015-05-22,0.0097779971467844
